source,target,score,edge_type
1786,4350,0.393897294331918,ingr-ingr
1488,4733,0.0435272137386007,ingr-ingr
2320,5173,0.2037855610483504,ingr-ingr
4478,6229,0.1175799033419187,ingr-ingr
4521,6172,0.0515102236381641,ingr-ingr
2793,3920,0.0465701317592701,ingr-ingr
5535,7017,0.1380708425938848,ingr-ingr
547,5205,0.4741659815085455,ingr-ingr
1595,1773,0.2376565459648075,ingr-ingr
805,2396,0.1674091684109913,ingr-ingr
1023,3840,0.1257892287941714,ingr-ingr
1125,3041,0.1430161623809348,ingr-ingr
2947,4701,0.2838675103930373,ingr-ingr
3597,6434,0.2524649614948437,ingr-ingr
3717,4625,0.322325109409143,ingr-ingr
3717,5587,0.2896218897294449,ingr-ingr
1645,4460,0.2376234491104162,ingr-ingr
88,667,0.1881845050932091,ingr-ingr
336,991,0.2742024062242034,ingr-ingr
3492,4172,0.2882252515125984,ingr-ingr
148,5190,0.0816816921238546,ingr-ingr
3587,5205,0.2670015680331581,ingr-ingr
2761,6631,0.1254620352187898,ingr-ingr
302,3133,0.0899059908990888,ingr-ingr
1595,6476,0.2403091898043433,ingr-ingr
300,4966,0.2988731816196746,ingr-ingr
1395,2364,0.2783106918713423,ingr-ingr
1895,4243,0.2447296623771639,ingr-ingr
4733,5027,0.182224659750724,ingr-ingr
6212,6918,0.1111089371025147,ingr-ingr
3128,4323,0.2309998753817924,ingr-ingr
762,1041,0.1032764722334279,ingr-ingr
4330,5534,0.0988265726011985,ingr-ingr
3169,4343,0.2274993173925923,ingr-ingr
1027,2980,0.1920026051674906,ingr-ingr
667,1845,0.3442462609313769,ingr-ingr
1041,3125,0.0784709846814447,ingr-ingr
1405,2955,0.311067336536594,ingr-ingr
1234,6434,0.2874831429193276,ingr-ingr
707,5431,0.1947352685564014,ingr-ingr
86,991,0.2820225343990186,ingr-ingr
1845,3632,0.1616774518033373,ingr-ingr
1234,6788,0.2951372709479157,ingr-ingr
1368,2837,0.2457008976792664,ingr-ingr
1041,3596,0.1099612784903106,ingr-ingr
3720,3727,0.1136815076958309,ingr-ingr
707,4620,0.0893974816035937,ingr-ingr
3632,6091,0.208209278549972,ingr-ingr
1041,4478,0.3034172565706851,ingr-ingr
5535,6409,0.453376719472159,ingr-ingr
1631,4309,0.3041184532903138,ingr-ingr
1395,3597,0.2632370474044599,ingr-ingr
1488,2188,0.0086694327453226,ingr-ingr
4330,6788,0.20170519761739,ingr-ingr
3587,6131,0.3836374143787189,ingr-ingr
4292,6004,0.0907340120033821,ingr-ingr
781,6079,0.0175392783394768,ingr-ingr
3860,6787,0.0465879312150678,ingr-ingr
1089,3161,0.2115585087021734,ingr-ingr
707,5027,0.1160614882255453,ingr-ingr
707,1125,0.1252247773052393,ingr-ingr
885,1429,0.1171916874604459,ingr-ingr
1489,6441,0.1694920133711828,ingr-ingr
5436,5587,0.2142178382338638,ingr-ingr
6005,6894,0.1330143141766431,ingr-ingr
3334,3565,0.2607409083522198,ingr-ingr
1263,5759,0.2311976590163186,ingr-ingr
1395,6083,0.3590027012481927,ingr-ingr
4961,6299,0.2179861339134237,ingr-ingr
1018,4478,0.0442348003379299,ingr-ingr
547,5328,0.2367722062381982,ingr-ingr
4600,4846,0.4065422327240722,ingr-ingr
5424,6172,0.1538769314394393,ingr-ingr
197,3720,0.3014535726798755,ingr-ingr
163,3596,0.1905770942691612,ingr-ingr
3290,5171,0.0940158236422484,ingr-ingr
3161,5108,0.2550208492676179,ingr-ingr
2837,6091,0.2651293289798713,ingr-ingr
1125,7083,0.1352887422871573,ingr-ingr
1768,5147,0.1701514602090135,ingr-ingr
1411,5125,0.2804811517809242,ingr-ingr
1768,4243,0.2355972979493192,ingr-ingr
336,4885,0.2614995881897232,ingr-ingr
1845,4433,0.291588966749593,ingr-ingr
328,4084,0.324345675679828,ingr-ingr
302,4763,0.0596508313987668,ingr-ingr
1041,5027,0.2259019042510813,ingr-ingr
1041,6229,0.1324914499917649,ingr-ingr
1895,5959,0.2041179358412286,ingr-ingr
2223,6475,0.2617287926052063,ingr-ingr
4733,5929,0.0404540240870306,ingr-ingr
223,5526,0.1769694965811565,ingr-ingr
5205,6031,0.1984057390636799,ingr-ingr
4733,6409,0.1584211245935873,ingr-ingr
328,5535,0.2710979553638323,ingr-ingr
1411,5959,0.1182001137295688,ingr-ingr
2188,4653,0.0324580593735234,ingr-ingr
1005,6843,0.2183794061538604,ingr-ingr
86,148,0.2034283588674381,ingr-ingr
4076,6478,0.118574814917383,ingr-ingr
5668,6918,0.2589397568464521,ingr-ingr
3565,4292,0.2916760714379619,ingr-ingr
770,1204,0.2783674585958296,ingr-ingr
1027,4383,0.1945857138097789,ingr-ingr
5027,6086,0.2051000671948557,ingr-ingr
4084,7017,0.1456587124111795,ingr-ingr
3636,6545,0.2493443346367105,ingr-ingr
1411,5956,0.1922348831468883,ingr-ingr
4204,5328,0.0114522833417583,ingr-ingr
4478,4527,0.0180016243535231,ingr-ingr
328,5228,0.1261053998507783,ingr-ingr
2167,4438,0.0501427840461023,ingr-ingr
3596,5027,0.1106375432393089,ingr-ingr
6478,6631,0.0806375006538185,ingr-ingr
966,4469,0.2851714397605969,ingr-ingr
517,6631,0.1772262615025925,ingr-ingr
4928,5205,0.1908186457080472,ingr-ingr
762,1138,0.1208166999199226,ingr-ingr
805,885,0.0669739694246708,ingr-ingr
3128,4438,0.2190902997056978,ingr-ingr
823,5567,0.2176057269968448,ingr-ingr
4930,6172,0.0587095581424475,ingr-ingr
4521,6631,0.0498035272494818,ingr-ingr
1429,2164,0.1368880187185728,ingr-ingr
4438,7021,0.1336308832727858,ingr-ingr
361,7017,0.2052855873496943,ingr-ingr
1430,3133,0.2027729286685435,ingr-ingr
3526,6547,0.2284407904270863,ingr-ingr
6093,6172,0.007833337657866,ingr-ingr
158,5171,0.1374809348707178,ingr-ingr
2200,5267,0.2174629149887417,ingr-ingr
2981,3572,0.2408202994947146,ingr-ingr
1368,4021,0.2497458054453475,ingr-ingr
1645,5063,0.2029095659043152,ingr-ingr
662,4021,0.2533907807304674,ingr-ingr
3562,4478,0.0048583463926528,ingr-ingr
754,1129,0.3330812593366846,ingr-ingr
300,4330,0.2436369902053846,ingr-ingr
1664,6775,0.2043050259707431,ingr-ingr
148,2837,0.1349911437010988,ingr-ingr
114,5173,0.3341391359740933,ingr-ingr
2774,6631,0.1045225907799606,ingr-ingr
2188,5800,0.2057192674683775,ingr-ingr
5579,6918,0.2293091353192232,ingr-ingr
1121,5108,0.3510341247244819,ingr-ingr
3125,4478,0.0716611067957633,ingr-ingr
300,5587,0.2777668707244263,ingr-ingr
5267,6093,0.0683003559422596,ingr-ingr
4689,6766,0.1047682339435778,ingr-ingr
667,6775,0.1443986876687654,ingr-ingr
5526,5759,0.1728906294352574,ingr-ingr
429,3782,0.1291511779296467,ingr-ingr
3720,5171,0.1288369986914198,ingr-ingr
1041,1679,0.1565797925961301,ingr-ingr
1426,1458,0.2297649055815666,ingr-ingr
3572,3839,0.4407698765208807,ingr-ingr
4084,6236,0.195786814625271,ingr-ingr
5454,6051,0.2378297966087776,ingr-ingr
2335,6172,0.0550826702740884,ingr-ingr
6409,7017,0.1284232403334171,ingr-ingr
302,6821,0.1468824677800247,ingr-ingr
5558,6093,0.1832406283034988,ingr-ingr
3920,6545,0.193881779293074,ingr-ingr
6159,6409,0.1442252350088597,ingr-ingr
3899,5668,0.2750189389741477,ingr-ingr
6229,6266,0.1739324626246846,ingr-ingr
1005,3596,0.198942748340094,ingr-ingr
1033,5598,0.234516068463565,ingr-ingr
3526,4620,0.1129663890325205,ingr-ingr
2793,4768,0.0388662564729255,ingr-ingr
4653,6172,0.0286061077945619,ingr-ingr
1768,3560,0.1119058853230845,ingr-ingr
3125,5267,0.105793933771315,ingr-ingr
1682,3133,0.0195957314836143,ingr-ingr
805,2188,0.2174144508011972,ingr-ingr
966,6749,0.1254485730329302,ingr-ingr
4026,6490,0.3864481494553441,ingr-ingr
517,6266,0.0991946830135842,ingr-ingr
175,2947,0.1807114486238014,ingr-ingr
1263,1895,0.2290308044941608,ingr-ingr
273,6441,0.1109047417280642,ingr-ingr
6300,6441,0.1305125144215141,ingr-ingr
1773,4172,0.3348857779687633,ingr-ingr
1773,4545,0.3365870878328766,ingr-ingr
61,1664,0.1672458981338237,ingr-ingr
2364,5668,0.2576275978909221,ingr-ingr
1083,6476,0.2511984687252229,ingr-ingr
5759,6918,0.2324060167987084,ingr-ingr
517,1426,0.1163929656773052,ingr-ingr
518,5285,0.3815769539292895,ingr-ingr
1682,3378,0.0707904808345806,ingr-ingr
3840,5096,0.1970309284108238,ingr-ingr
159,1368,0.050978675892491,ingr-ingr
1430,4013,0.2456928134224477,ingr-ingr
1411,2832,0.2952754778503502,ingr-ingr
4213,4444,0.2451358779579832,ingr-ingr
1243,6788,0.3125736153439216,ingr-ingr
1794,4620,0.1574221043085114,ingr-ingr
1234,2837,0.2551449711332183,ingr-ingr
86,4438,0.3750984010771176,ingr-ingr
547,6766,0.1692926639227013,ingr-ingr
4768,7013,0.2797797969107449,ingr-ingr
4615,5454,0.3295863451938849,ingr-ingr
1112,6763,0.2473956594133573,ingr-ingr
960,4875,0.0794764473635307,ingr-ingr
4630,6131,0.1906147814439396,ingr-ingr
328,3041,0.1541378971705147,ingr-ingr
1644,6547,0.2333456977055814,ingr-ingr
3632,6337,0.3583578248960155,ingr-ingr
5587,6782,0.2922688703168307,ingr-ingr
302,5115,0.2124675040681942,ingr-ingr
805,4588,0.0658988843613794,ingr-ingr
1595,6004,0.1294461619736524,ingr-ingr
5183,6843,0.1657750470189676,ingr-ingr
4324,6545,0.3480960554623932,ingr-ingr
1041,1615,0.2949524967093247,ingr-ingr
3386,4096,0.3531158861546669,ingr-ingr
1212,3334,0.2712850755586201,ingr-ingr
1773,3781,0.2003328807153636,ingr-ingr
5608,6005,0.0089796884833088,ingr-ingr
3717,7021,0.1933930133131583,ingr-ingr
966,5598,0.1933476255360098,ingr-ingr
2396,6172,0.1967226631206912,ingr-ingr
4635,6300,0.1579614272681171,ingr-ingr
3596,6409,0.11047986924251,ingr-ingr
4699,6159,0.1917916238112011,ingr-ingr
3720,4653,0.1119766359816077,ingr-ingr
2320,3370,0.3402895390564564,ingr-ingr
4096,5558,0.2296901645870771,ingr-ingr
4013,4052,0.2393389315100819,ingr-ingr
2757,6756,0.0536923954831667,ingr-ingr
5956,6631,0.0402854347573109,ingr-ingr
2164,2821,0.1699907441558583,ingr-ingr
321,1041,0.2358749585715473,ingr-ingr
175,4846,0.1811487552059476,ingr-ingr
781,6229,0.0294754320803316,ingr-ingr
662,5534,0.1754254266257756,ingr-ingr
1411,2757,0.1052172264607108,ingr-ingr
321,345,0.1911766334269252,ingr-ingr
2837,6545,0.2920257335828589,ingr-ingr
2188,4875,0.0900506574610113,ingr-ingr
1005,7020,0.1119168182530198,ingr-ingr
1783,4438,0.2155650596367397,ingr-ingr
3378,5190,0.10297775919148,ingr-ingr
1368,2914,0.0607353851387167,ingr-ingr
3717,5959,0.2054050535260777,ingr-ingr
2188,4521,0.0502622539751332,ingr-ingr
4444,5190,0.252276426827877,ingr-ingr
2793,3125,0.1068344846136581,ingr-ingr
5582,6508,0.2657757187672091,ingr-ingr
1895,4620,0.2118390677713046,ingr-ingr
3041,5267,0.1754175147862703,ingr-ingr
2331,4021,0.2232007580914903,ingr-ingr
6212,6409,0.2372956521029146,ingr-ingr
960,1243,0.1314036317955808,ingr-ingr
5328,6172,0.0462608444342832,ingr-ingr
57,1005,0.0936590167407158,ingr-ingr
1204,6229,0.2208623701557978,ingr-ingr
3125,6441,0.1555133910106557,ingr-ingr
6303,6766,0.2759882237547128,ingr-ingr
1204,7083,0.1946465533774435,ingr-ingr
3597,6083,0.2452320884792312,ingr-ingr
300,4123,0.1744783610855664,ingr-ingr
1014,6545,0.2314127796863789,ingr-ingr
6229,6409,0.1219446726366205,ingr-ingr
1855,4733,0.0895511308785502,ingr-ingr
88,114,0.1733345672378893,ingr-ingr
5330,6787,0.1130376460868649,ingr-ingr
4345,6545,0.3196525701218187,ingr-ingr
1204,5999,0.1893256962535021,ingr-ingr
86,1361,0.2145427078164971,ingr-ingr
823,6004,0.1020290715342727,ingr-ingr
4478,6255,0.0842449277922155,ingr-ingr
3572,6709,0.1886330688560866,ingr-ingr
57,3717,0.1529400397999568,ingr-ingr
321,4213,0.3448478971582375,ingr-ingr
71,328,0.0780927534531491,ingr-ingr
5526,5588,0.1787723610274185,ingr-ingr
1395,5809,0.3054891446054307,ingr-ingr
975,6441,0.1892179156763753,ingr-ingr
3386,4092,0.2505667304221223,ingr-ingr
114,6787,0.0735063759629001,ingr-ingr
5228,6775,0.1225934986227481,ingr-ingr
2210,2955,0.2367760672260858,ingr-ingr
2364,6083,0.223501583205152,ingr-ingr
3587,4928,0.1855048136955217,ingr-ingr
3133,3720,0.044351403514902,ingr-ingr
2914,6172,0.0841562480952198,ingr-ingr
1089,6475,0.2720384844253469,ingr-ingr
1361,1783,0.3060313461656222,ingr-ingr
1125,6300,0.1809221563063196,ingr-ingr
328,707,0.1355281995864005,ingr-ingr
2793,6005,0.0701854831575939,ingr-ingr
1411,2837,0.3635938279324164,ingr-ingr
328,4620,0.2533848474168849,ingr-ingr
3546,7021,0.1444903624172184,ingr-ingr
4776,6051,0.1747690192874393,ingr-ingr
4600,4630,0.3000107572192937,ingr-ingr
1204,1773,0.2450478938578321,ingr-ingr
2200,7051,0.2168876984533172,ingr-ingr
6172,6631,0.2566143896555711,ingr-ingr
453,1266,0.1736222315388549,ingr-ingr
5149,5582,0.1483474319799958,ingr-ingr
1644,5171,0.2049120821500734,ingr-ingr
4620,4768,0.0990488557289929,ingr-ingr
175,1111,0.2898841295597577,ingr-ingr
1395,6918,0.2831961123950576,ingr-ingr
1041,6086,0.1255713374282332,ingr-ingr
685,2188,0.0322061591698815,ingr-ingr
483,3720,0.0472005398027577,ingr-ingr
326,5526,0.3341843053332933,ingr-ingr
4438,5676,0.0441141004290166,ingr-ingr
2914,4438,0.0754792717692808,ingr-ingr
1426,4433,0.2647549709881792,ingr-ingr
662,4653,0.1886144152422826,ingr-ingr
4620,6212,0.137901570972122,ingr-ingr
438,2757,0.2659298205596132,ingr-ingr
823,1005,0.3036647708242778,ingr-ingr
1681,6490,0.137352463331887,ingr-ingr
58,6172,0.0565847072470678,ingr-ingr
975,1212,0.3166547587848549,ingr-ingr
1041,2167,0.1539253005639893,ingr-ingr
4438,5999,0.0789967644610125,ingr-ingr
4659,5431,0.2236703702599302,ingr-ingr
300,6236,0.216609683659871,ingr-ingr
336,3781,0.2135383310649608,ingr-ingr
3148,3720,0.122751584613994,ingr-ingr
5228,5759,0.0762380405624066,ingr-ingr
1212,6326,0.3102533281213468,ingr-ingr
2396,6478,0.040109456028204,ingr-ingr
5188,6441,0.0264405283454895,ingr-ingr
5171,5190,0.1262241092384079,ingr-ingr
5016,6490,0.2637120817052293,ingr-ingr
4776,5454,0.1844674054370876,ingr-ingr
114,1368,0.0286238957688719,ingr-ingr
361,5960,0.1825009324301105,ingr-ingr
885,1682,0.0643456409790656,ingr-ingr
1895,6349,0.2302428727379245,ingr-ingr
5418,5569,0.2282111515125973,ingr-ingr
4213,6434,0.2135612151570763,ingr-ingr
5431,5960,0.1605082002853365,ingr-ingr
838,4153,0.3049441040485067,ingr-ingr
1504,2239,0.2350535867132455,ingr-ingr
854,3161,0.1165283271390526,ingr-ingr
3717,6287,0.1443290490554624,ingr-ingr
1786,7043,0.1587701557891948,ingr-ingr
3565,6004,0.0718095445371949,ingr-ingr
6266,7021,0.1356017548359556,ingr-ingr
336,6545,0.3476079404380994,ingr-ingr
5535,6212,0.2412955717562477,ingr-ingr
1368,4292,0.2396963330148697,ingr-ingr
3781,6004,0.2291628567673308,ingr-ingr
4345,7087,0.3002930175162333,ingr-ingr
3133,4600,0.3333722230222774,ingr-ingr
823,2167,0.1853170659384256,ingr-ingr
159,5190,0.0697743419368003,ingr-ingr
3133,4052,0.2312305754262596,ingr-ingr
4076,5999,0.1203138256876268,ingr-ingr
2188,3378,0.0084057479236887,ingr-ingr
3526,4330,0.0962325747912988,ingr-ingr
3597,6756,0.2153300304776136,ingr-ingr
1083,3148,0.1173494309873279,ingr-ingr
4438,5956,0.0644006215135682,ingr-ingr
438,3587,0.1691959919121357,ingr-ingr
3727,6787,0.0216622829244827,ingr-ingr
223,4323,0.1760147787955036,ingr-ingr
4545,6212,0.1923313112077123,ingr-ingr
4937,6172,0.0177995129381319,ingr-ingr
3720,4494,0.2649402268222279,ingr-ingr
707,2980,0.2379951782027809,ingr-ingr
71,1768,0.0746296784944782,ingr-ingr
2188,4588,0.0566484075428601,ingr-ingr
3899,6918,0.2476097037794387,ingr-ingr
6300,6918,0.1384664180444642,ingr-ingr
991,1368,0.2828906421654783,ingr-ingr
4885,5579,0.2662394255423816,ingr-ingr
4478,5027,0.2586340376589807,ingr-ingr
2331,5190,0.1714816981013203,ingr-ingr
5534,6787,0.0379522286638288,ingr-ingr
302,517,0.0981088005896079,ingr-ingr
4716,5192,0.1511500432370006,ingr-ingr
2200,6441,0.2277480387790042,ingr-ingr
814,3546,0.229383737896977,ingr-ingr
4733,6229,0.0683926282068554,ingr-ingr
3148,5027,0.1950133095248528,ingr-ingr
4928,4937,0.4222213088173998,ingr-ingr
4243,4948,0.2155972411267521,ingr-ingr
1895,6843,0.2015611564062127,ingr-ingr
2793,2837,0.1863221445672334,ingr-ingr
1855,4478,0.1007801882879994,ingr-ingr
2188,2335,0.023340650263332,ingr-ingr
556,6441,0.1142311134423177,ingr-ingr
5188,5759,0.1433187163104125,ingr-ingr
1411,1786,0.2797453256457398,ingr-ingr
4153,6172,0.0869878164010607,ingr-ingr
2761,6172,0.0395416864239232,ingr-ingr
6236,6409,0.2120906572133583,ingr-ingr
302,4588,0.1089083375610411,ingr-ingr
885,3377,0.3174703915111903,ingr-ingr
707,1644,0.2516485365336776,ingr-ingr
2167,5759,0.0469904134407997,ingr-ingr
429,3781,0.1887985131694556,ingr-ingr
1083,5960,0.1646905184515368,ingr-ingr
2396,5800,0.2718558173155196,ingr-ingr
4846,6093,0.3202669061169299,ingr-ingr
781,4204,0.1758476169255177,ingr-ingr
1243,2837,0.1689570165042959,ingr-ingr
1595,4659,0.2797428004805334,ingr-ingr
4733,5534,0.0154582544675565,ingr-ingr
3148,6918,0.1301318705253062,ingr-ingr
547,4150,0.1525247869640961,ingr-ingr
3161,6299,0.3505520941580728,ingr-ingr
1081,5759,0.074037614030454,ingr-ingr
3290,4150,0.0980202022231616,ingr-ingr
5579,6545,0.2878917673892821,ingr-ingr
5959,6791,0.2590336012840485,ingr-ingr
6788,7029,0.3369974710836928,ingr-ingr
1682,5192,0.0791889751196315,ingr-ingr
345,1595,0.1647417750489984,ingr-ingr
5567,7043,0.2778716656883343,ingr-ingr
4084,6409,0.4434217762304179,ingr-ingr
1041,4323,0.058974175276884,ingr-ingr
345,3839,0.1911199533498968,ingr-ingr
3636,5535,0.2303807412105843,ingr-ingr
4620,6409,0.269968221084148,ingr-ingr
485,3572,0.2220063415582632,ingr-ingr
2396,4438,0.1776333496842451,ingr-ingr
3290,6035,0.0986998125657655,ingr-ingr
1615,5582,0.4239291886931514,ingr-ingr
2188,6172,0.1905764452377814,ingr-ingr
4716,7043,0.1464154008952528,ingr-ingr
4620,6229,0.1429244993291087,ingr-ingr
86,2837,0.2589159695707853,ingr-ingr
4687,4689,0.3777567424520568,ingr-ingr
2396,2761,0.0163552947086713,ingr-ingr
1786,2364,0.2187199735658936,ingr-ingr
3148,5579,0.2503616253088573,ingr-ingr
1112,1681,0.1302665816870483,ingr-ingr
2200,4309,0.2271977108380434,ingr-ingr
4724,5205,0.2325540248441862,ingr-ingr
4545,6236,0.3156552422352392,ingr-ingr
3148,4620,0.1221088317590336,ingr-ingr
1368,6172,0.1794016901505531,ingr-ingr
1768,3596,0.0885960700392153,ingr-ingr
1017,5027,0.1133095921233293,ingr-ingr
510,6787,0.0845990874172861,ingr-ingr
1033,1128,0.3836529939209597,ingr-ingr
2188,4716,0.1669095021604525,ingr-ingr
1005,5027,0.312628845927253,ingr-ingr
4264,4966,0.3201966564520139,ingr-ingr
2947,4150,0.3650759184072999,ingr-ingr
4150,4846,0.2917155652164646,ingr-ingr
4615,6005,0.0010233325131538,ingr-ingr
2188,4433,0.1726131885528173,ingr-ingr
823,5027,0.2146585879471009,ingr-ingr
175,6240,0.2335721751702129,ingr-ingr
2757,4846,0.1774328878471438,ingr-ingr
6032,6441,0.0585181301378095,ingr-ingr
5330,5608,0.015172148745798,ingr-ingr
4545,7083,0.1590840442363305,ingr-ingr
5228,5454,0.1714461640810855,ingr-ingr
6005,6441,0.0371269226999859,ingr-ingr
1112,4494,0.1116507322131813,ingr-ingr
1089,3782,0.2353022510659003,ingr-ingr
2331,4885,0.1621159366102193,ingr-ingr
345,4292,0.1742487981207165,ingr-ingr
781,5919,0.0883793361581887,ingr-ingr
1845,6775,0.2969194669305814,ingr-ingr
4600,6093,0.4145263881454404,ingr-ingr
2837,5999,0.0806547321079805,ingr-ingr
61,1845,0.1872008978302792,ingr-ingr
4937,5587,0.2377890118154326,ingr-ingr
4635,6287,0.1898350848626631,ingr-ingr
2364,5063,0.2402424804096044,ingr-ingr
2188,4132,0.02131119476776,ingr-ingr
4264,5960,0.1892613170142054,ingr-ingr
4204,4521,0.0116890177211599,ingr-ingr
4961,5743,0.2109578306633906,ingr-ingr
1129,6303,0.2363021320296731,ingr-ingr
223,1081,0.1408400110345929,ingr-ingr
2947,4948,0.2283434688504471,ingr-ingr
4499,5267,0.349355525473937,ingr-ingr
4821,6409,0.195561684495482,ingr-ingr
3312,4343,0.24440564830125,ingr-ingr
4350,5579,0.3393878892868938,ingr-ingr
1489,3565,0.1453374848129116,ingr-ingr
328,5959,0.0842717842372253,ingr-ingr
707,4243,0.228533152824771,ingr-ingr
1786,2832,0.4068654341445438,ingr-ingr
1017,4478,0.0614203011578968,ingr-ingr
114,2793,0.0287664506088095,ingr-ingr
1768,4323,0.0934835791437622,ingr-ingr
3840,6032,0.1156548261990863,ingr-ingr
4716,6766,0.0609379658453436,ingr-ingr
5192,6775,0.1175708810674384,ingr-ingr
4319,6172,0.1031889915588243,ingr-ingr
1588,2832,0.2831593750414362,ingr-ingr
4966,5587,0.3825919312057244,ingr-ingr
273,966,0.1863353290275912,ingr-ingr
517,1368,0.0770786409909683,ingr-ingr
438,7087,0.1975758934511229,ingr-ingr
1644,1783,0.2716422625509053,ingr-ingr
1426,6172,0.1803134627417141,ingr-ingr
1427,1429,0.1768367500966243,ingr-ingr
2821,5115,0.1575686159017368,ingr-ingr
5345,6079,0.2574483535813643,ingr-ingr
5809,6093,0.1140860767892361,ingr-ingr
5115,6131,0.1611212355518795,ingr-ingr
4928,6091,0.1855773682475321,ingr-ingr
2210,2310,0.207429712288448,ingr-ingr
1411,4350,0.3704010121886762,ingr-ingr
1411,4292,0.2937079434059256,ingr-ingr
302,6093,0.1403612030057417,ingr-ingr
1263,5526,0.1877145555615287,ingr-ingr
3597,4264,0.3447906952331739,ingr-ingr
1041,7013,0.2175163769983846,ingr-ingr
1069,6763,0.2653681463642871,ingr-ingr
3717,6490,0.1418151924656954,ingr-ingr
158,159,0.2504273384676526,ingr-ingr
4433,5190,0.2740334367194681,ingr-ingr
1089,7083,0.1805144937791582,ingr-ingr
754,4948,0.2091383912665048,ingr-ingr
510,4494,0.0934783426507672,ingr-ingr
2210,6791,0.330572853681923,ingr-ingr
3782,5588,0.225327954517508,ingr-ingr
88,1845,0.2614555130911155,ingr-ingr
5115,5558,0.1341841702195733,ingr-ingr
3133,6172,0.0546492643509528,ingr-ingr
273,3161,0.1219739638878945,ingr-ingr
2793,4937,0.1173664781848324,ingr-ingr
4433,5800,0.2457983483026069,ingr-ingr
4494,5676,0.1203017832188408,ingr-ingr
1003,5608,0.0840718460232532,ingr-ingr
1018,6545,0.3291785772755694,ingr-ingr
1588,6287,0.2681069002727422,ingr-ingr
302,1112,0.0396062507086746,ingr-ingr
328,5582,0.2004106417585625,ingr-ingr
1368,2188,0.1874851291477578,ingr-ingr
517,4076,0.1026272970942281,ingr-ingr
2764,6172,0.0166458878891065,ingr-ingr
6091,7017,0.1660375450706163,ingr-ingr
1128,5759,0.2690621541075465,ingr-ingr
4630,4846,0.2777414121819915,ingr-ingr
273,1768,0.1305691857471914,ingr-ingr
1014,2832,0.3799128397357653,ingr-ingr
3148,6409,0.1188032289469162,ingr-ingr
762,3565,0.0810986825482073,ingr-ingr
5535,5582,0.4099886724409035,ingr-ingr
223,6441,0.2760672553624265,ingr-ingr
3565,6756,0.2717697040713702,ingr-ingr
1430,1504,0.2413853945615913,ingr-ingr
3560,3720,0.0613128641320338,ingr-ingr
668,5653,0.1734116317100096,ingr-ingr
4478,6079,0.0585997153039541,ingr-ingr
5809,6159,0.151808884471079,ingr-ingr
4494,6093,0.196551447133932,ingr-ingr
4724,6172,0.1340919499296352,ingr-ingr
5919,6918,0.1662282434673717,ingr-ingr
